ID,item_cnt_month
0,2.2077703
1,1.4621013
2,2.2077703
3,1.8252759
4,2.0746355
5,1.8252759
6,2.0746355
7,1.4621013
8,1.4621013
9,2.0746355
10,2.7784202
11,2.0746355
12,1.4621013
13,1.8815055
14,1.8252759
15,2.2077703
16,3.6473403
17,1.4621013
18,2.7784202
19,2.0746355
20,1.4621013
21,2.2077703
22,2.8935323
23,2.2077703
24,2.7784202
25,2.0746355
26,1.8252759
27,1.8996402
28,1.836708
29,1.836708
30,1.8367082
31,1.8367082
32,1.836708
33,1.836708
34,1.836708
35,1.836708
36,1.836708
37,1.836708
38,1.680426
39,1.680426
40,1.680426
41,2.8935323
42,2.8935323
43,2.8935323
44,1.680426
45,1.680426
46,1.680426
47,1.680426
48,1.680426
49,1.680426
50,1.680426
51,1.680426
52,1.4621013
53,1.680426
54,2.7784202
55,2.7784202
56,2.2077703
57,1.8252759
58,2.2077703
59,2.0746355
60,1.8252759
61,1.8252759
62,2.2077703
63,2.7784202
64,2.7784202
65,1.4621013
66,1.8252759
67,1.8252759
68,1.7921904
69,2.2077703
70,1.4621013
71,1.7921904
72,1.950058
73,2.7784202
74,2.693653
75,2.0746355
76,1.4621013
77,2.7784202
78,1.8252759
79,1.8252759
80,2.7784202
81,2.2077703
82,2.0746355
83,1.7921904
84,1.8252759
85,1.8252759
86,1.8252759
87,1.4621013
88,2.7784202
89,2.7784202
90,1.8252759
91,2.2077703
92,2.7784202
93,1.8252759
94,2.0746355
95,1.4621015
96,1.7921904
97,1.8252759
98,1.8815055
99,2.2077703
100,2.0746355
101,2.0746355
102,1.8252759
103,1.7921904
104,1.8252759
105,1.4621013
106,1.4621013
107,2.0746355
108,1.4621013
109,1.4621013
110,2.0746355
111,1.8252759
112,2.2077703
113,2.0746355
114,2.2077703
115,1.8252759
116,1.6348667
117,1.4621013
118,3.0908458
119,3.0908458
120,3.0908458
121,3.0908458
122,3.0908458
123,3.0908458
124,3.0908458
125,3.0908458
126,3.0908458
127,1.6348668
128,1.4621013
129,1.5126145
130,3.6473403
131,1.6348667
132,2.693653
133,2.693653
134,3.0908458
135,1.5758082
136,1.5758082
137,1.5758082
138,1.5758082
139,1.5758082
140,1.6348667
141,1.6348667
142,1.4621013
143,1.6348667
144,1.680426
145,1.680426
146,1.680426
147,1.4621013
148,1.4621013
149,2.8286922
150,1.538762
151,1.6348667
152,2.0746355
153,1.5126145
154,1.538762
155,1.6348667
156,1.5126145
157,1.5126145
158,1.5126145
159,1.6348668
160,1.6348667
161,1.5126145
162,1.5126145
163,2.1124854
164,1.6348667
165,1.4621013
166,1.6348667
167,1.4621013
168,1.4621013
169,1.4621013
170,1.5126145
171,1.6348667
172,1.7508429
173,2.7784202
174,2.693653
175,2.0746355
176,2.693653
177,1.6348667
178,1.498866
179,1.6348667
180,1.6348667
181,1.6348667
182,1.5126145
183,1.5126145
184,1.5126145
185,1.6348667
186,1.4621013
187,1.4621013
188,1.4621013
189,1.4621013
190,2.6936529
191,2.6936529
192,1.4621013
193,2.2077703
194,2.693653
195,2.0746355
196,1.9110166
197,2.7784202
198,2.7784202
199,2.0746355
200,2.7774827
201,2.0746355
202,1.8815055
203,2.0746355
204,1.7921904
205,1.8252759
206,1.7921904
207,2.2077703
208,2.7784202
209,2.693653
210,2.693653
211,1.4621013
212,1.4621013
213,1.4621013
214,1.7921904
215,2.693653
216,2.693653
217,2.693653
218,2.693653
219,2.7784202
220,2.0746355
221,2.7784202
222,2.0746355
223,1.8252759
224,2.2077703
225,2.0746355
226,2.2077703
227,1.8252759
228,2.693653
229,1.4621013
230,2.693653
231,1.9102496
232,1.7302786
233,2.7784202
234,1.993045
235,1.993045
236,1.993045
237,1.993045
238,1.993045
239,2.693653
240,1.4621013
241,1.4621013
242,1.836708
243,2.659179
244,1.4621013
245,1.4621013
246,2.7784202
247,2.2077703
248,2.7784202
249,1.8252759
250,2.2077703
251,2.0746355
252,2.7784202
253,2.0746355
254,2.2077703
255,2.0746355
256,1.5126145
257,1.4621013
258,2.1124854
259,1.4621013
260,1.5126145
261,1.4621013
262,1.498866
263,1.560037
264,1.4621013
265,2.2077703
266,1.4621013
267,1.58698
268,1.5126145
269,1.5126145
270,1.560037
271,1.6348667
272,1.5126145
273,1.6348667
274,2.9389462
275,1.6348667
276,1.6668247
277,1.680426
278,1.6552604
279,1.6552604
280,1.6552604
281,1.6552604
282,3.0908458
283,1.5126145
284,1.6668247
285,1.6668247
286,1.6668247
287,1.6668247
288,1.6668247
289,1.680426
290,1.6668247
291,1.680426
292,1.6668247
293,1.6668247
294,1.680426
295,1.680426
296,1.6668247
297,1.680426
298,1.6348667
299,1.4621013
300,1.6348667
301,2.7784202
302,2.2077703
303,1.8252759
304,1.7921904
305,1.6348667
306,1.6348667
307,1.5126145
308,1.4621013
309,1.6348667
310,1.498866
311,1.6348667
312,1.5126145
313,1.6348667
314,1.58698
315,3.0908458
316,3.0908458
317,1.6348667
318,1.4621015
319,1.4621015
320,1.4621013
321,1.4621013
322,1.4621013
323,1.4621013
324,1.4621013
325,1.4621013
326,1.4621013
327,1.6552604
328,1.6552604
329,1.6552604
330,1.6552604
331,1.560037
332,1.4621013
333,1.4621013
334,1.6348667
335,1.5126145
336,2.8286922
337,2.8286922
338,2.8286922
339,2.8286922
340,1.4621013
341,2.2077703
342,1.6348667
343,1.6348667
344,1.4621013
345,1.4621013
346,2.7784202
347,2.7784202
348,1.498866
349,1.6348667
350,1.8815055
351,1.89964
352,1.58698
353,1.7302786
354,1.5575596
355,1.7811004
356,1.8252759
357,2.2077703
358,1.4621013
359,1.8252759
360,1.8252759
361,2.2517555
362,2.2077703
363,1.5575596
364,2.7784202
365,1.5126145
366,1.6348667
367,1.6348667
368,1.498866
369,1.680426
370,1.680426
371,1.680426
372,1.680426
373,1.6552604
374,1.6552604
375,1.6552604
376,1.6552604
377,1.6552604
378,1.6552604
379,1.6552604
380,2.693653
381,1.5126145
382,1.5126145
383,1.6348668
384,1.6348667
385,1.6348667
386,1.6348667
387,1.4621013
388,1.4621013
389,1.4621013
390,1.58698
391,1.560037
392,2.7784202
393,2.693653
394,1.5575596
395,1.58698
396,2.7784202
397,2.7784202
398,1.7921904
399,1.8815055
400,1.4621013
401,1.4621013
402,2.7784202
403,2.0746355
404,1.7921904
405,1.8252759
406,2.0746355
407,1.8252759
408,1.4621013
409,2.0746355
410,1.4621013
411,2.7784202
412,2.0746355
413,1.8252759
414,1.7921903
415,2.7784202
416,2.2077703
417,2.0746355
418,2.7784202
419,1.4621013
420,1.4621013
421,1.4621013
422,2.2077703
423,1.950058
424,2.2077703
425,2.2077703
426,2.0746355
427,1.4621013
428,2.7784202
429,2.0746355
430,2.2077703
431,1.950058
432,1.4621013
433,2.7784202
434,1.8252759
435,2.7784202
436,1.4621013
437,2.2077703
438,1.4621013
439,1.4621013
440,2.2077703
441,2.0746355
442,2.0746355
443,2.2077703
444,2.2077703
445,1.7671131
446,1.7671131
447,1.7671131
448,1.7671131
449,1.7671131
450,1.7671131
451,1.7671131
452,2.2077703
453,2.0746355
454,1.8252759
455,1.7671131
456,1.8252759
457,1.4621013
458,2.0746355
459,2.7784202
460,3.367138
461,1.6348667
462,1.6348667
463,1.6348667
464,1.6348667
465,1.6348667
466,1.5126145
467,1.6348667
468,1.6348667
469,1.6348667
470,1.560037
471,2.1124854
472,1.538762
473,1.538762
474,1.6348667
475,1.6348667
476,1.5126145
477,1.58698
478,1.7439384
479,1.6348668
480,3.6473403
481,3.6473403
482,3.6473403
483,3.6473403
484,3.6473403
485,3.6473403
486,3.6473403
487,3.6473403
488,3.6473403
489,3.6473403
490,3.6473403
491,3.6473403
492,3.6473403
493,1.743938
494,1.5126145
495,1.5543252
496,1.5126144
497,2.693653
498,2.0746357
499,1.7921904
500,2.659179
501,2.693653
502,1.8252758
503,3.6473403
504,2.0746355
505,2.2077703
506,2.2077703
507,1.4621013
508,2.2077703
509,2.2077703
