ID,item_cnt_month
0,0.29525313
1,0.013106644
2,0.3127162
3,0.013106644
4,0.013106644
5,0.5318019
6,0.43450445
7,0.21844113
8,1.4634027
9,0.013106644
10,3.453724
11,0.1020439
12,0.13995183
13,0.35464126
14,2.597129
15,1.810124
16,0.013106644
17,0.08170676
18,0.8531882
19,0.16796869
20,0.83155847
21,0.013106644
22,1.7376586
23,0.8188283
24,0.42716536
25,0.013106644
26,0.013106644
27,0.9473243
28,0.8838273
29,0.6706064
30,0.31124896
31,0.013106644
32,0.7704023
33,2.3023999
34,0.08170676
35,0.050319344
36,0.050319344
37,0.8795347
38,0.014586121
39,0.050319344
40,0.22001404
41,2.1826878
42,3.3582869
43,3.867893
44,0.14844108
45,0.013106644
46,1.353322
47,0.19350514
48,0.013106644
49,0.7584014
50,0.80428827
51,0.1020439
52,0.31124896
53,0.08170676
54,1.0005379
55,2.1516652
56,3.436837
57,2.4905992
58,2.3115163
59,0.013106644
60,1.845213
61,0.51979595
62,0.5611563
63,0.11179015
64,0.013106644
65,0.013106644
66,1.1269076
67,0.050319344
68,0.14520177
69,0.42130917
70,0.013106644
71,0.013106644
72,0.25718525
73,2.0852327
74,0.013106644
75,0.013106644
76,0.16796869
77,0.013106644
78,0.64747316
79,0.37078536
80,0.5304314
81,1.887509
82,0.5209949
83,0.13995183
84,2.0129018
85,1.7094313
86,0.64747316
87,0.19350514
88,3.262098
89,1.810124
90,0.11179015
91,0.013106644
92,1.1883988
93,0.013106644
94,0.5328076
95,0.08170676
96,0.050319344
97,0.64546204
98,0.8137994
99,2.5344987
100,1.2086375
101,0.013106644
102,0.31124896
103,0.013106644
104,0.11179015
105,0.013106644
106,0.013106644
107,0.83155847
108,0.11179015
109,0.013106644
110,0.08170676
111,0.013106644
112,0.013106644
113,0.013106644
114,0.65436935
115,0.111329734
116,0.013106644
117,0.21844113
118,11.216792
119,0.08170676
120,0.13995183
121,0.11179015
122,0.2680508
123,0.45066717
124,0.2388488
125,0.11203703
126,0.013106644
127,0.08170676
128,0.013106644
129,0.06867021
130,0.013106644
131,0.013106644
132,0.013106644
133,0.013106644
134,0.11179015
135,0.013106644
136,0.1020439
137,0.013106644
138,0.18268773
139,0.013106644
140,0.11179015
141,0.013106644
142,0.13995183
143,0.1020439
144,0.013106644
145,0.013106644
146,0.013106644
147,0.13995183
148,0.013106644
149,0.013106644
150,0.13995183
151,0.013106644
152,0.013106644
153,0.0771395
154,0.013106644
155,0.38543227
156,0.19350514
157,0.050319344
158,0.050319344
159,0.08170676
160,0.013106644
161,0.1020439
162,0.013106644
163,0.64747316
164,0.31124896
165,0.08170676
166,0.03399992
167,0.11179015
168,0.013106644
169,0.24471766
170,0.1020439
171,0.83155847
172,0.13995183
173,1.0344156
174,0.6749125
175,0.61364424
176,0.13271794
177,0.013106644
178,0.25718525
179,0.050319344
180,0.013106644
181,0.16796869
182,0.013106644
183,0.31124896
184,0.06867021
185,0.013106644
186,0.08170676
187,0.31124896
188,0.013106644
189,0.013106644
190,0.013106644
191,0.24471766
192,0.22001404
193,0.13995183
194,0.050319344
195,0.11179015
196,0.013106644
197,3.9628036
198,0.83155847
199,0.013106644
200,0.013106644
201,0.013106644
