ID,item_cnt_month
0,0.4320395
1,0.08875167
2,0.5571528
3,0.08875167
4,0.08875167
5,0.6531725
6,0.66604847
7,0.2336236
8,1.4623369
9,0.08875167
10,2.9458764
11,0.24134943
12,0.17737979
13,0.32926887
14,2.216131
15,1.4727473
16,0.08875167
17,0.13791636
18,0.90088665
19,0.19884223
20,0.66916406
21,0.08875167
22,1.4380105
23,0.78271246
24,0.6025926
25,0.08875167
26,0.08875167
27,0.88198876
28,0.8215127
29,0.9110973
30,0.30117607
31,0.08875167
32,0.713644
33,1.9286604
34,0.13791636
35,0.11540523
36,0.11540523
37,0.79626364
38,0.11394158
39,0.11540523
40,0.42590526
41,1.8725928
42,2.8652127
43,3.3414426
44,0.31940508
45,0.08875167
46,1.3035405
47,0.21651527
48,0.08875167
49,0.7582912
50,0.9989396
51,0.24134943
52,0.30117607
53,0.13791636
54,1.1943363
55,2.4077616
56,3.4409494
57,2.3879197
58,2.6607776
59,0.08875167
60,2.0172749
61,0.4567488
62,0.5753068
63,0.15937498
64,0.08875167
65,0.08875167
66,1.063782
67,0.11540523
68,0.3001628
69,0.3799727
70,0.08875167
71,0.08875167
72,0.32240388
73,1.6765071
74,0.08875167
75,0.08875167
76,0.19884223
77,0.08875167
78,0.5412582
79,0.59530735
80,0.9329278
81,2.327538
82,0.67112744
83,0.17737979
84,1.8875754
85,1.5378823
86,0.5412582
87,0.21651527
88,2.8067656
89,1.4727473
90,0.15937498
91,0.08875167
92,1.5277281
93,0.08875167
94,0.7151816
95,0.13791636
96,0.11540523
97,0.65295124
98,0.8186432
99,2.152246
100,1.1282098
101,0.08875167
102,0.30117607
103,0.08875167
104,0.15937498
105,0.08875167
106,0.08875167
107,0.66916406
108,0.15937498
109,0.08875167
110,0.13791636
111,0.08875167
112,0.08875167
113,0.08875167
114,0.60848075
115,0.21918163
116,0.08875167
117,0.2336236
118,9.442623
119,0.13791636
120,0.17737979
121,0.15937498
122,0.2735175
123,0.39712003
124,0.54092693
125,0.25720453
126,0.08875167
127,0.13791636
128,0.08875167
129,0.19981849
130,0.08875167
131,0.08875167
132,0.08875167
133,0.08875167
134,0.15937498
135,0.08875167
136,0.24134943
137,0.08875167
138,0.35270405
139,0.08875167
140,0.15937498
141,0.08875167
142,0.17737979
143,0.24134943
144,0.08875167
145,0.08875167
146,0.08875167
147,0.17737979
148,0.08875167
149,0.08875167
150,0.17737979
151,0.08875167
152,0.08875167
153,0.18031472
154,0.08875167
155,0.35350993
156,0.21651527
157,0.11540523
158,0.11540523
159,0.13791636
160,0.08875167
161,0.24134943
162,0.08875167
163,0.5412582
164,0.30117607
165,0.13791636
166,0.13399678
167,0.15937498
168,0.08875167
169,0.25209743
170,0.24134943
171,0.66916406
172,0.17737979
173,1.0413003
174,0.94186705
175,0.85859394
176,0.51213133
177,0.08875167
178,0.32240388
179,0.11540523
180,0.08875167
181,0.19884223
182,0.08875167
183,0.30117607
184,0.19981849
185,0.08875167
186,0.13791636
187,0.30117607
188,0.08875167
189,0.08875167
190,0.08875167
191,0.25209743
192,0.42590526
193,0.17737979
194,0.11540523
195,0.15937498
196,0.08875167
197,3.3942847
198,0.66916406
199,0.08875167
200,0.08875167
201,0.08875167
202,0.2825376
203,1.1601303
204,0.21651527
205,0.08875167
206,0.08875167
207,0.11540523
208,0.5412582
209,0.3081386
210,0.25572422
211,0.11540523
212,0.13791636
213,0.08875167
214,0.13791636
215,0.45795482
216,0.2825376
217,0.40702277
218,1.9771062
219,1.2815475
220,0.15937498
221,0.08875167
222,0.08875167
223,0.45342615
224,1.8330896
225,0.24223688
226,0.25209743
227,0.08875167
228,0.08875167
229,0.08875167
230,0.08875167
231,0.7575227
232,0.08875167
233,0.2735175
234,0.08875167
235,0.11540523
236,0.30117607
237,0.7462255
238,0.08875167
239,0.5412582
240,0.11277202
241,0.17737979
242,0.08875167
243,0.08875167
244,0.08875167
245,0.49731517
246,1.1372602
247,0.21651527
248,0.66916406
249,0.15937498
250,0.08875167
251,0.11540523
252,0.32926887
253,1.2894037
254,0.9100335
255,0.08875167
256,0.08875167
257,0.13791636
258,0.361462
259,0.4515138
260,0.15937498
261,0.11540523
262,0.11540523
263,0.08875167
264,0.19884223
265,0.17737979
266,0.08875167
267,0.24134943
268,0.11540523
269,0.13791636
270,0.7821449
271,0.11540523
272,0.15937498
273,0.08875167
274,9.12672
275,0.08875167
276,0.08875167
277,1.2874291
278,0.19884223
279,0.08875167
280,0.08875167
281,0.08875167
282,0.30117607
283,0.13791636
284,0.08875167
285,0.18031472
286,0.08875167
287,0.2577713
288,0.21918163
289,0.08875167
290,0.08875167
291,0.15937498
292,0.25209743
293,0.2336236
294,0.24134943
295,1.7893512
296,0.08875167
297,0.40702277
298,0.08875167
299,0.08875167
300,0.15937498
301,0.45795482
302,0.45659858
303,0.11540523
304,0.11540523
305,0.11540523
306,0.43846586
307,0.13791636
308,0.41038316
309,0.08875167
310,0.08875167
311,0.33090913
312,0.32240388
313,0.08875167
314,0.08875167
315,0.08875167
316,0.17737979
317,0.08875167
318,0.13791636
319,0.13791636
