ID,item_cnt_month
0,0.77882135
1,1.3714263
2,0.79700696
3,1.2229757
4,1.3984874
5,1.2229757
6,1.5437715
7,1.141063
8,1.3714263
9,1.3966908
10,2.4550314
11,2.9330993
12,1.2187678
13,1.3529849
14,1.7743633
15,1.3005614
16,1.5068798
17,1.2187678
18,3.11563
19,1.3966908
20,1.5881971
21,0.5164552
22,3.7164533
23,0.55105895
24,1.3666322
25,1.2441967
26,0.56469816
27,1.0292612
28,1.2992588
29,1.7907292
30,1.44798
31,1.4956393
32,1.4956393
33,2.0599294
34,1.2105466
35,1.3632841
36,1.4979963
37,1.7905817
38,1.6943381
39,1.6943381
40,1.6943381
41,2.3953786
42,3.0972357
43,6.075824
44,4.0930758
45,4.0930758
46,4.0930758
47,2.5470564
48,2.1723874
49,1.8837407
50,1.8837407
51,1.6943381
52,1.1078148
53,2.1723874
54,19.804653
55,2.5527172
56,4.687413
57,5.13013
58,5.5877523
59,8.431332
60,5.8189754
61,2.6354508
62,2.5851052
63,0.75899565
64,0.75899565
65,0.986638
66,1.0227454
67,1.0227454
68,0.79022384
69,0.66772914
70,1.0141822
71,3.8847241
72,2.1398602
73,4.736775
74,5.1890283
75,5.3167925
76,0.9932934
77,2.846057
78,2.5235596
79,2.9942648
80,3.412065
81,2.9439192
82,5.7874975
83,1.4162744
84,1.284048
85,1.284048
86,1.284048
87,1.167408
88,1.9490457
89,1.9490457
90,1.0415252
91,0.5677234
92,1.9490457
93,1.0415252
94,1.5417538
95,1.0445082
96,0.78035915
97,1.284048
98,0.93672013
99,13.70104
100,16.728441
101,2.142324
102,0.32144737
103,0.08892578
104,0.32144737
105,0.9303377
106,0.99086565
107,3.036877
108,0.9982033
109,0.9982033
110,2.0221157
111,0.67801225
112,0.20421064
113,2.0221157
114,0.5804503
115,0.56469816
116,1.1957595
117,0.9932934
118,4.1598644
119,1.8416148
120,1.8416148
121,1.8416148
122,1.8416148
123,1.8416148
124,1.8416148
125,1.8416148
126,1.8416148
127,1.4794939
128,1.3102677
129,1.3189642
130,1.3292296
131,1.0932462
132,8.224991
133,8.224991
134,1.8416148
135,1.8445848
136,1.8445848
137,1.8445848
138,1.8445848
139,1.8445848
140,1.4905274
141,1.4905274
142,1.3213012
143,1.4905274
144,2.1179962
145,2.1179962
146,2.1179962
147,1.3102677
148,1.3102677
149,1.7123914
150,1.2605832
151,1.4905274
152,8.575514
153,1.0829012
154,0.9451382
155,1.2979773
156,1.0829012
157,1.0829012
158,1.0829012
159,1.2979773
