ID,item_cnt_month
0,8.957566
1,8.957566
2,8.957566
3,8.957566
4,8.957566
5,8.957566
6,8.957566
7,8.957566
8,8.957566
9,8.957566
10,8.957566
11,8.957566
12,8.957566
13,8.957566
14,8.957566
15,8.957566
16,8.957566
17,8.957566
18,8.957566
19,8.957566
20,8.957566
21,8.957566
22,8.957566
23,8.957566
24,8.957566
25,8.957566
26,8.957566
27,8.957566
28,8.957566
29,8.957566
30,8.957564
31,8.957564
32,8.957566
33,8.957566
34,8.957566
35,8.957566
36,8.957566
37,8.957566
38,8.957566
39,8.957566
40,8.957566
41,8.957566
42,8.957566
43,8.957566
44,8.957566
45,8.957566
46,8.957566
47,8.957566
48,8.957566
49,8.957566
50,8.957566
51,8.957566
52,8.957566
53,8.957566
54,8.957566
55,8.957566
56,8.957566
57,8.957566
58,8.957566
59,8.957566
60,8.957566
61,8.957566
62,8.957564
63,8.957564
64,8.957566
65,8.957566
66,8.957566
67,8.957566
68,8.957566
69,8.957566
70,8.957566
71,8.957566
72,8.957566
73,8.957566
74,8.957566
75,8.957566
76,8.957566
77,8.957566
78,8.957566
79,8.957566
80,8.957566
81,8.957566
82,8.957566
83,8.957566
84,8.957566
85,8.957566
86,8.957566
87,8.957566
88,8.957566
89,8.957566
90,8.957566
91,8.957566
92,8.957566
93,8.957566
94,8.957564
95,8.957564
96,8.957566
97,8.957566
98,8.957566
99,8.957566
100,8.957566
101,8.957566
102,8.957566
103,8.957566
104,8.957566
105,8.957566
106,8.957566
107,8.957566
108,8.957566
109,8.957566
110,8.957566
111,8.957566
112,8.957566
113,8.957566
114,8.957566
115,8.957566
116,8.957566
117,8.957566
118,8.957566
119,8.957566
120,8.957566
121,8.957566
122,8.957566
123,8.957566
124,8.957566
125,8.957566
126,8.957564
127,8.957564
128,8.957566
129,8.957566
130,8.957566
131,8.957566
132,8.957566
133,8.957566
134,8.957566
135,8.957566
136,8.957566
137,8.957566
138,8.957566
139,8.957566
140,8.957566
141,8.957566
142,8.957566
143,8.957566
144,8.957566
145,8.957566
146,8.957566
147,8.957566
148,8.957566
149,8.957566
150,8.957566
151,8.957566
152,8.957566
153,8.957566
154,8.957566
155,8.957566
156,8.957566
157,8.957566
158,8.957564
159,8.957564
160,8.957566
161,8.957566
162,8.957566
163,8.957566
164,8.957566
165,8.957566
166,8.957566
167,8.957566
168,8.957566
169,8.957566
170,8.957566
171,8.957566
172,8.957566
173,8.957566
174,8.957566
175,8.957566
176,8.957566
177,8.957566
178,8.957566
179,8.957566
180,8.957566
181,8.957566
182,8.957566
183,8.957566
184,8.957566
185,8.957566
186,8.957566
187,8.957566
188,8.957566
189,8.957566
190,8.957564
191,8.957564
192,8.957566
193,8.957566
194,8.957566
195,8.957566
196,8.957566
197,8.957566
198,8.957566
199,8.957566
200,8.957566
201,8.957566
202,8.957566
203,8.957566
204,8.957566
205,8.957566
206,8.957566
207,8.957566
208,8.957566
209,8.957566
210,8.957566
211,8.957566
212,8.957566
213,8.957566
214,8.957566
215,8.957566
216,8.957566
217,8.957566
218,8.957566
219,8.957566
220,8.957566
221,8.957566
222,8.957564
223,8.957564
224,8.957566
225,8.957566
226,8.957566
227,8.957566
228,8.957566
229,8.957566
230,8.957566
231,8.957566
232,8.957566
233,8.957566
234,8.957566
235,8.957566
236,8.957566
237,8.957566
238,8.957566
239,8.957566
240,8.957566
241,8.957566
242,8.957566
243,8.957566
244,8.957566
245,8.957566
246,8.957566
247,8.957566
248,8.957566
249,8.957566
250,8.957566
251,8.957566
252,8.957566
253,8.957566
254,8.957564
255,8.957564
256,8.957566
257,8.957566
258,8.957566
259,8.957566
260,8.957566
261,8.957566
262,8.957566
263,8.957566
264,8.957566
265,8.957566
266,8.957566
267,8.957566
268,8.957566
269,8.957566
270,8.957566
271,8.957566
272,8.957566
273,8.957566
274,8.957566
275,8.957566
276,8.957566
277,8.957566
278,8.957566
279,8.957566
280,8.957566
281,8.957566
282,8.957566
283,8.957566
284,8.957566
285,8.957566
286,8.957564
287,8.957564
288,8.957566
289,8.957566
290,8.957566
291,8.957566
292,8.957566
293,8.957566
294,8.957566
295,8.957566
296,8.957566
297,8.957566
298,8.957566
299,8.957566
300,8.957566
301,8.957566
302,8.957566
303,8.957566
304,8.957566
305,8.957566
306,8.957566
307,8.957566
308,8.957566
309,8.957566
310,8.957566
311,8.957566
312,8.957566
313,8.957566
314,8.957566
315,8.957566
316,8.957566
317,8.957566
318,8.957564
319,8.957564
320,8.957566
321,8.957566
322,8.957566
323,8.957566
324,8.957566
325,8.957566
326,8.957566
327,8.957566
328,8.957566
329,8.957566
330,8.957566
331,8.957566
332,8.957566
333,8.957566
334,8.957566
335,8.957566
336,8.957566
337,8.957566
338,8.957566
339,8.957566
340,8.957566
341,8.957566
342,8.957566
343,8.957566
344,8.957566
345,8.957566
346,8.957566
347,8.957566
348,8.957566
349,8.957566
350,8.957564
351,8.957564
352,8.957566
353,8.957566
354,8.957566
355,8.957566
356,8.957566
357,8.957566
358,8.957566
359,8.957566
360,8.957566
361,8.957566
362,8.957566
363,8.957566
364,8.957566
365,8.957566
366,8.957566
367,8.957566
368,8.957566
369,8.957566
370,8.957566
371,8.957566
372,8.957566
373,8.957566
374,8.957566
375,8.957566
376,8.957566
377,8.957566
378,8.957566
379,8.957566
380,8.957566
381,8.957566
382,8.957564
383,8.957564
384,8.957566
385,8.957566
386,8.957566
387,8.957566
388,8.957566
389,8.957566
390,8.957566
391,8.957566
392,8.957566
393,8.957566
394,8.957566
395,8.957566
396,8.957566
397,8.957566
398,8.957566
399,8.957566
400,8.957566
401,8.957566
402,8.957566
403,8.957566
404,8.957566
405,8.957566
406,8.957566
407,8.957566
408,8.957566
409,8.957566
410,8.957566
411,8.957566
412,8.957566
413,8.957566
414,8.957564
415,8.957564
416,8.957566
417,8.957566
418,8.957566
419,8.957566
420,8.957566
421,8.957566
422,8.957566
423,8.957566
424,8.957566
425,8.957566
426,8.957566
427,8.957566
428,8.957566
429,8.957566
430,8.957566
431,8.957566
432,8.957566
433,8.957566
434,8.957566
435,8.957566
436,8.957566
437,8.957566
438,8.957566
439,8.957566
440,8.957566
441,8.957566
442,8.957566
443,8.957566
444,8.957566
445,8.957566
446,8.957564
447,8.957564
448,8.957566
449,8.957566
450,8.957566
451,8.957566
452,8.957566
453,8.957566
454,8.957566
455,8.957566
456,8.957566
457,8.957566
458,8.957566
459,8.957566
460,8.957566
461,8.957566
462,8.957566
463,8.957566
464,8.957566
465,8.957566
466,8.957566
467,8.957566
468,8.957566
469,8.957566
470,8.957566
471,8.957566
472,8.957566
473,8.957566
474,8.957566
475,8.957566
476,8.957566
477,8.957566
478,8.953898
479,8.957564
480,8.957566
481,8.957566
482,8.957566
483,8.957566
484,8.957566
485,8.957566
486,8.957566
487,8.957566
488,8.957566
489,8.957566
490,8.957566
491,8.957566
492,8.957566
493,8.95399
494,8.957566
495,8.957455
496,8.957547
497,8.957566
498,8.957566
499,8.957566
500,8.957566
501,8.957566
502,8.957566
503,8.957566
504,8.957566
505,8.957566
506,8.957566
507,8.957566
508,8.957566
509,8.957566
510,8.957547
511,8.957561
512,8.957566
513,8.957566
514,8.957566
515,8.957566
516,8.957566
517,8.957566
518,8.957566
519,8.957566
520,8.957566
521,8.957566
522,8.957566
523,8.957566
524,8.957566
525,8.957566
526,8.957545
527,8.957566
528,9.792535
529,8.957566
530,8.957566
531,8.957566
532,8.957566
533,8.957566
534,8.957566
535,8.957566
536,8.957566
537,8.957566
538,8.957566
539,8.957566
540,8.957566
541,8.957566
542,8.957564
543,8.957564
544,8.957566
545,8.957566
546,8.957566
547,8.957566
548,8.957566
549,8.957566
550,8.957566
551,8.957566
552,8.957566
553,8.957566
554,8.957566
555,8.957566
556,8.957566
557,8.957566
558,8.957566
559,8.957566
560,8.957566
561,8.957566
562,8.957566
563,8.957566
564,8.957566
565,8.957566
566,8.957566
567,8.957566
568,8.957566
569,8.957566
570,8.957566
571,8.957566
572,8.957562
573,8.957562
574,8.957564
575,8.957564
576,8.957566
577,8.957566
578,8.957566
579,8.957566
580,8.957566
581,8.957566
582,8.957566
583,8.957566
584,8.957566
585,8.957541
586,8.957353
587,8.957566
588,8.957566
589,8.957566
590,8.957566
591,8.957566
592,8.957566
593,8.957366
594,9.715906
595,9.723069
596,9.785266
